Tenure,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,Complain,OrderAmountHikeFromlastYear,DaySinceLastOrder,CashBackAmount,CityTier,PreferredPaymentMode,Gender,PreferedOrderCat,MaritalStatus
6,14,3,1,2,0,13,4,167.73,2,Credit Card,Female,Grocery,Single
1,18,3,3,4,1,18,15,157.32,2,Credit Card,Male,Grocery,Married
0,14,2,1,3,0,14,3,128.1,1,Debit Card,Male,Laptop & Accessory,Single
10,23,3,1,3,0,15,20,156.02,2,Credit Card,Female,Fashion,Single
2,34,3,4,2,0,20,26,153.08,1,UPI,Female,Mobile Phone,Married
2,20,3,2,1,0,23,3,132.48,1,Debit Card,Female,Others,Married
7,12,2,3,5,0,23,8,168.18,2,Debit Card,Male,Mobile Phone,Married
12,13,3,3,4,1,19,7,183.7,2,Debit Card,Male,Laptop & Accessory,Divorced
0,19,4,3,2,0,11,6,144.25,3,Debit Card,Female,Laptop & Accessory,Single
16,39,1,2,5,0,16,6,186.76,1,UPI,Male,Mobile Phone,Single
13,13,4,3,3,1,24,3,168.93,1,UPI,Female,Fashion,Single
0,23,2,4,1,0,20,14,97.93,1,Debit Card,Male,Fashion,Single
4,8,4,3,1,0,19,11,90.73,1,E Wallet,Female,Grocery,Married
31,33,3,1,3,0,17,1,234.46,3,Credit Card,Female,Fashion,Single
10,10,1,4,5,0,14,6,170.4,3,Credit Card,Female,Mobile Phone,Divorced
61,21,2,4,3,1,20,5,283.48,1,Credit Card,Male,Mobile Phone,Married
23,8,3,4,3,1,16,3,186.91,1,Debit Card,Female,Fashion,Married
9,29,3,1,4,0,23,4,181.68,2,Credit Card,Male,Laptop & Accessory,Divorced
4,13,4,2,2,0,19,17,140.49,1,Credit Card,Male,Others,Married
61,18,3,1,2,1,26,3,285.35,2,E Wallet,Female,Mobile Phone,Divorced
5,17,4,2,1,0,12,8,140.47,3,E Wallet,Male,Mobile Phone,Divorced
13,13,3,2,1,0,15,5,137.6,2,Credit Card,Female,Laptop & Accessory,Married
41,13,2,5,3,0,21,6,228.71,3,Debit Card,Male,Fashion,Married
42,10,2,3,5,0,25,11,270.99,2,Debit Card,Male,Mobile Phone,Divorced
8,21,3,3,4,0,19,7,161.43,3,Credit Card,Male,Fashion,Married
0,33,1,3,2,1,25,6,132.07,1,Credit Card,Female,Laptop & Accessory,Married
16,26,2,5,4,0,11,9,171.29,1,Debit Card,Male,Mobile Phone,Single
23,22,1,4,2,0,23,3,197.68,1,UPI,Male,Fashion,Single
1,14,4,2,4,0,19,4,109.88,2,Credit Card,Male,Mobile Phone,Single
17,16,4,2,2,0,24,6,166.58,3,Credit Card,Female,Laptop & Accessory,Single
12,24,3,2,1,0,12,2,144.96,3,Debit Card,Female,Grocery,Divorced
0,36,2,2,3,1,13,12,125.68,3,Credit Card,Female,Laptop & Accessory,Married
4,15,5,4,2,0,16,0,179.92,1,Credit Card,Male,Others,Married
6,19,3,3,1,0,19,8,131.13,2,E Wallet,Male,Fashion,Divorced
7,17,1,3,2,0,14,2,151.71,2,Credit Card,Female,Fashion,Single
19,9,3,2,1,1,15,7,187.72,2,Debit Card,Male,Laptop & Accessory,Single
30,12,4,3,3,0,11,4,226.84,2,Debit Card,Male,Grocery,Single
19,28,2,2,4,1,18,17,193.67,2,Debit Card,Female,Laptop & Accessory,Single
0,11,3,3,2,0,12,9,128.7,1,Debit Card,Male,Grocery,Single
25,6,3,3,2,0,12,5,201.56,3,UPI,Male,Laptop & Accessory,Single
8,13,1,2,5,0,22,16,148.83,1,Credit Card,Male,Fashion,Single
0,13,2,2,5,0,23,1,159.73,1,E Wallet,Female,Fashion,Single
19,14,2,2,3,1,18,8,177.89,3,E Wallet,Male,Mobile Phone,Divorced
6,11,1,3,3,1,25,4,149.3,2,Debit Card,Female,Mobile Phone,Married
0,20,4,2,3,0,21,11,103.36,3,Debit Card,Female,Others,Single
25,11,2,2,1,0,13,3,222.96,2,Credit Card,Female,Fashion,Single
4,35,2,1,3,0,23,6,143.82,3,Debit Card,Female,Laptop & Accessory,Married
14,23,2,6,4,0,24,17,178.06,2,Credit Card,Female,Mobile Phone,Married
1,13,3,3,3,0,13,13,98.05,3,Credit Card,Male,Others,Married
24,9,5,3,3,0,11,3,216.4,2,E Wallet,Male,Laptop & Accessory,Single
3,10,3,3,4,0,13,7,129.65,1,Credit Card,Male,Fashion,Married
0,23,3,4,4,0,21,13,130.55,1,Debit Card,Male,Grocery,Single
19,17,5,4,1,0,19,9,176.1,1,Credit Card,Female,Mobile Phone,Married
4,12,2,3,1,0,20,6,136.95,3,COD,Female,Fashion,Single
4,8,4,3,4,0,18,15,135.08,1,Credit Card,Male,Fashion,Married
9,14,2,4,5,1,11,6,166.07,2,E Wallet,Female,Fashion,Married
2,10,4,6,3,1,20,3,134.96,2,E Wallet,Female,Fashion,Single
7,10,2,5,3,0,21,3,180.65,1,Debit Card,Male,Laptop & Accessory,Married
3,14,3,2,3,0,26,3,127.46,1,Credit Card,Male,Fashion,Married
2,18,2,2,4,0,22,8,134.56,3,Debit Card,Male,Laptop & Accessory,Divorced
20,13,3,3,1,0,25,0,198.1,2,Credit Card,Male,Grocery,Single
0,16,2,4,2,0,14,4,134.72,3,Debit Card,Female,Grocery,Single
25,22,5,5,3,0,17,10,173.3,1,Debit Card,Male,Fashion,Married
30,38,4,1,3,0,24,4,216.59,3,E Wallet,Female,Laptop & Accessory,Single
3,26,4,1,2,1,13,4,131.35,3,Credit Card,Female,Mobile Phone,Married
5,19,3,2,2,1,23,5,107.16,2,Credit Card,Male,Fashion,Single
14,17,1,2,1,1,20,13,153.38,3,Debit Card,Male,Laptop & Accessory,Divorced
14,18,4,2,5,0,26,4,138.36,1,Credit Card,Female,Mobile Phone,Single
4,11,3,1,2,0,20,8,134.15,1,COD,Male,Others,Married
14,18,4,4,5,0,22,10,172.92,2,COD,Male,Mobile Phone,Single
1,25,2,3,1,0,17,3,127.52,1,E Wallet,Female,Laptop & Accessory,Single
6,9,3,3,3,0,19,2,156.95,3,Credit Card,Female,Laptop & Accessory,Single
6,14,2,4,4,1,20,6,141.02,1,Credit Card,Male,Others,Married
0,23,5,5,5,0,26,6,143.25,2,UPI,Female,Grocery,Married
13,14,4,3,3,0,20,13,168.76,2,E Wallet,Female,Mobile Phone,Married
0,10,3,1,1,0,15,9,109.95,2,COD,Female,Laptop & Accessory,Married
18,19,4,3,3,1,12,1,179.74,3,COD,Male,Laptop & Accessory,Married
6,21,1,3,3,0,13,4,168.45,1,E Wallet,Male,Laptop & Accessory,Divorced
23,12,2,1,3,1,15,6,189.96,2,Debit Card,Female,Laptop & Accessory,Married
9,16,3,4,1,0,22,3,152.28,1,Credit Card,Male,Mobile Phone,Married
5,18,3,3,5,0,19,4,161.21,2,E Wallet,Female,Laptop & Accessory,Single
16,16,1,4,5,0,18,9,189.36,2,Debit Card,Male,Mobile Phone,Single
4,15,2,4,2,0,26,3,144.1,1,Debit Card,Female,Grocery,Married
20,13,3,2,5,1,24,4,203.82,3,Credit Card,Female,Grocery,Single
2,42,2,1,3,0,12,4,159.55,2,Credit Card,Female,Fashion,Single
40,13,2,5,4,0,12,2,231.12,3,Debit Card,Male,Laptop & Accessory,Single
7,14,5,2,3,0,24,6,140.42,1,Debit Card,Male,Mobile Phone,Married
5,16,2,3,3,0,11,5,142.76,3,Debit Card,Female,Fashion,Married
6,10,4,2,3,0,24,13,138.12,2,E Wallet,Male,Fashion,Divorced
16,13,3,4,2,0,13,21,171.5,1,Credit Card,Female,Laptop & Accessory,Married
10,13,2,5,1,0,23,4,172.03,1,E Wallet,Female,Laptop & Accessory,Single
2,19,5,2,4,0,12,12,126.54,1,E Wallet,Female,Mobile Phone,Married
6,14,3,2,5,1,22,2,154.19,3,Credit Card,Male,Laptop & Accessory,Single
2,10,3,3,3,1,20,5,143.82,2,E Wallet,Female,Fashion,Married
16,14,3,1,1,0,17,10,135.86,2,Debit Card,Female,Laptop & Accessory,Divorced
11,13,3,3,3,0,18,2,188.65,2,Debit Card,Male,Fashion,Divorced
19,16,2,2,4,0,26,18,176.46,3,E Wallet,Female,Others,Single
2,8,2,3,2,0,17,7,133.65,3,UPI,Male,Laptop & Accessory,Divorced
23,17,3,3,1,0,12,21,220.2,2,COD,Female,Laptop & Accessory,Married
3,11,3,3,2,0,22,6,157.36,2,Debit Card,Female,Grocery,Single
11,23,3,2,3,1,19,11,130.53,2,Debit Card,Female,Mobile Phone,Married
2,15,5,4,3,0,16,6,153.84,1,Debit Card,Male,Laptop & Accessory,Single
0,12,2,3,5,0,24,7,114.46,3,Credit Card,Male,Laptop & Accessory,Single
15,23,3,4,3,1,19,24,157.71,3,UPI,Male,Laptop & Accessory,Married
30,20,2,3,2,0,25,29,212.85,1,Credit Card,Female,Fashion,Married
9,15,2,2,3,1,14,10,175.15,2,COD,Female,Laptop & Accessory,Single
4,11,2,3,4,0,18,5,132.16,1,COD,Female,Fashion,Divorced
0,29,2,2,4,0,18,4,128.4,3,Credit Card,Female,Laptop & Accessory,Married
20,10,4,3,3,0,16,6,192.54,1,Debit Card,Female,Others,Married
1,30,2,5,2,0,14,6,143.43,3,Debit Card,Female,Mobile Phone,Married
0,9,3,3,2,0,12,9,134.97,3,Credit Card,Female,Laptop & Accessory,Married
6,13,3,1,3,0,16,18,181.6,1,COD,Female,Fashion,Single
0,13,4,4,1,0,24,7,129.96,2,Credit Card,Male,Fashion,Divorced
20,13,4,4,3,0,18,9,182.93,1,COD,Female,Fashion,Married
6,14,4,2,2,1,11,7,158.49,2,Debit Card,Male,Mobile Phone,Single
11,11,4,2,3,0,23,5,149.6,2,COD,Female,Mobile Phone,Married
33,25,2,4,3,0,16,17,220.89,1,Debit Card,Female,Fashion,Divorced
12,22,2,4,3,0,24,0,172.46,1,E Wallet,Female,Fashion,Divorced
3,33,2,4,4,0,23,2,146.03,3,Credit Card,Male,Laptop & Accessory,Divorced
3,18,5,3,3,0,22,16,131.66,2,COD,Male,Fashion,Single
3,8,3,3,2,1,25,6,134.85,3,E Wallet,Female,Mobile Phone,Married
20,13,2,3,4,0,16,6,183.23,2,Credit Card,Female,Laptop & Accessory,Divorced
27,25,4,4,5,1,26,3,222.05,2,Debit Card,Male,Laptop & Accessory,Single
2,17,2,6,5,0,18,8,144.99,1,Debit Card,Male,Others,Single
2,14,2,2,4,1,14,9,153.42,1,E Wallet,Male,Laptop & Accessory,Married
4,12,2,2,3,1,17,1,163.74,2,Debit Card,Male,Mobile Phone,Married
27,12,5,4,4,0,25,2,214.56,1,Debit Card,Female,Others,Single
1,18,5,5,2,1,14,10,93.45,3,COD,Female,Grocery,Single
10,23,2,3,5,0,21,5,128.6,1,Credit Card,Female,Others,Married
9,14,4,3,3,0,21,4,117.38,1,Debit Card,Female,Laptop & Accessory,Single
6,12,4,1,4,0,20,12,155.15,3,Credit Card,Male,Fashion,Single
27,16,4,3,4,0,16,2,185.95,3,Credit Card,Male,Fashion,Single
19,11,3,6,5,0,17,11,162.91,1,Debit Card,Male,Others,Married
1,8,3,6,1,0,19,14,155.53,3,Debit Card,Male,Laptop & Accessory,Married
15,13,3,1,2,0,11,4,185.11,1,E Wallet,Male,Laptop & Accessory,Married
14,10,2,2,3,0,23,6,193.54,1,E Wallet,Female,Fashion,Single
11,28,1,5,1,0,15,3,172.47,2,E Wallet,Male,Fashion,Married
11,11,4,4,4,0,23,1,158.69,1,Credit Card,Female,Mobile Phone,Married
14,13,3,3,2,0,14,4,167.54,3,E Wallet,Male,Laptop & Accessory,Married
3,12,3,4,3,0,15,10,133.28,2,Debit Card,Female,Others,Single
12,15,2,3,2,0,20,0,134.06,3,UPI,Female,Laptop & Accessory,Married
7,13,2,3,1,1,16,3,151.99,3,Credit Card,Male,Laptop & Accessory,Single
1,9,3,3,5,0,26,7,139.49,1,Debit Card,Male,Others,Single
48,12,3,1,3,0,12,6,240.33,1,UPI,Female,Mobile Phone,Single
3,23,2,1,3,0,17,7,151.77,1,Credit Card,Female,Laptop & Accessory,Divorced
13,24,5,4,4,1,18,12,179.7,1,UPI,Male,Grocery,Married
6,11,5,1,5,0,19,0,157.62,1,E Wallet,Female,Mobile Phone,Married
6,16,5,2,3,1,20,5,145.03,3,UPI,Male,Laptop & Accessory,Married
17,9,3,2,5,1,11,3,198.58,3,Debit Card,Female,Laptop & Accessory,Married
12,13,2,3,1,0,17,8,164.37,2,Credit Card,Female,Laptop & Accessory,Single
13,17,4,3,2,0,26,1,169.83,2,Credit Card,Female,Laptop & Accessory,Single
9,24,4,3,4,0,13,1,167.4,1,Debit Card,Male,Laptop & Accessory,Single
12,13,3,4,3,1,13,2,183.86,3,E Wallet,Male,Fashion,Divorced
13,21,4,2,2,0,12,9,156.65,1,E Wallet,Male,Laptop & Accessory,Married
3,12,3,4,2,1,16,7,122.09,2,UPI,Male,Grocery,Single
6,11,4,2,3,0,16,11,146.54,2,Credit Card,Female,Mobile Phone,Single
3,19,2,2,5,0,12,5,174.6,2,Debit Card,Male,Mobile Phone,Married
18,22,4,2,3,0,17,13,180.97,1,E Wallet,Male,Laptop & Accessory,Married
4,25,5,3,1,0,22,20,141.39,1,E Wallet,Male,Laptop & Accessory,Married
31,12,2,3,3,0,22,13,195.5,1,Debit Card,Male,Laptop & Accessory,Married
0,13,1,3,3,0,16,5,133.7,1,Credit Card,Female,Mobile Phone,Married
8,20,2,1,2,0,11,5,163.93,3,E Wallet,Female,Fashion,Single
7,21,4,3,3,0,19,18,129.91,3,Credit Card,Male,Laptop & Accessory,Single
0,17,4,5,4,0,19,1,108.71,3,UPI,Female,Laptop & Accessory,Divorced
4,8,4,3,3,0,16,6,183.8,2,Debit Card,Female,Grocery,Married
2,7,5,3,3,0,12,5,120.98,1,E Wallet,Male,Others,Divorced
4,20,3,3,3,1,25,24,145.14,3,Debit Card,Female,Others,Divorced
3,21,3,4,5,0,20,15,101.75,2,E Wallet,Male,Mobile Phone,Single
8,17,3,6,1,0,18,2,169.36,2,Credit Card,Female,Grocery,Married
26,21,3,4,2,0,25,6,163.73,3,Credit Card,Female,Laptop & Accessory,Married
3,11,3,3,3,0,14,5,110.58,3,UPI,Female,Fashion,Married
6,29,2,3,2,0,15,9,161.58,1,E Wallet,Male,Laptop & Accessory,Married
7,18,2,3,2,0,23,4,142.25,1,COD,Male,Grocery,Single
12,22,4,1,4,1,25,6,171.81,3,Credit Card,Female,Fashion,Married
0,6,3,2,2,0,11,5,123.71,1,E Wallet,Male,Fashion,Divorced
8,15,3,2,3,1,19,1,154.31,3,Credit Card,Female,Fashion,Single
7,7,3,4,3,0,24,11,156.76,2,UPI,Male,Others,Single
50,17,2,5,4,0,13,2,236.55,1,COD,Female,Grocery,Divorced
0,9,3,2,4,1,16,1,130.59,1,E Wallet,Female,Others,Married
1,12,4,3,2,1,14,2,144.09,3,COD,Male,Laptop & Accessory,Single
8,16,3,5,5,0,14,18,179.31,3,Credit Card,Female,Fashion,Single
1,6,2,5,2,1,25,4,145.68,3,E Wallet,Female,Laptop & Accessory,Single
1,12,5,3,1,0,26,5,129.28,3,Debit Card,Female,Grocery,Single
5,10,2,4,3,1,23,1,139.69,2,E Wallet,Female,Others,Divorced
20,20,3,2,3,0,11,11,172.25,1,Credit Card,Female,Mobile Phone,Married
5,20,3,1,1,0,11,14,130.08,2,Debit Card,Female,Laptop & Accessory,Married
61,8,3,4,1,1,23,7,286.79,3,Credit Card,Male,Fashion,Single
1,10,1,3,1,1,21,2,116.68,1,Debit Card,Female,Laptop & Accessory,Married
14,32,2,4,1,1,18,7,168.47,3,Credit Card,Male,Grocery,Married
12,27,3,4,3,0,25,6,173.79,1,E Wallet,Female,Mobile Phone,Married
19,12,2,2,5,0,18,4,189.14,1,Debit Card,Female,Mobile Phone,Single
1,10,2,2,2,0,23,6,123.51,3,COD,Male,Laptop & Accessory,Single
8,15,3,2,2,0,15,4,153.04,3,Debit Card,Male,Others,Married
7,9,2,6,3,0,18,8,141.59,3,COD,Female,Fashion,Married
10,12,2,3,5,0,23,13,153.04,2,UPI,Male,Laptop & Accessory,Married
10,12,3,5,2,1,18,4,167.5,1,Debit Card,Male,Others,Divorced
0,11,3,3,1,0,11,3,133.21,1,Credit Card,Male,Mobile Phone,Single
9,15,5,3,3,0,21,7,179.05,1,E Wallet,Male,Mobile Phone,Married
8,22,2,2,2,0,20,5,155.27,3,UPI,Male,Others,Single
36,30,4,3,4,1,22,16,205.82,2,E Wallet,Female,Laptop & Accessory,Single
3,11,4,3,3,0,12,7,120.86,3,Credit Card,Male,Mobile Phone,Single
46,10,3,2,4,1,25,6,251.24,3,E Wallet,Male,Fashion,Single
6,22,4,5,1,0,21,3,146.92,2,Debit Card,Male,Grocery,Single
2,11,2,2,1,1,11,2,136.72,2,Credit Card,Male,Laptop & Accessory,Single
11,27,4,3,3,0,26,15,135.63,1,Credit Card,Male,Laptop & Accessory,Single
16,18,3,2,2,0,11,3,151.5,1,Credit Card,Male,Fashion,Single
0,11,2,5,1,0,15,0,138.88,1,E Wallet,Female,Mobile Phone,Married
2,13,3,2,3,0,14,2,132.3,2,Debit Card,Female,Laptop & Accessory,Single
11,11,2,6,3,0,15,19,146.25,2,Credit Card,Male,Laptop & Accessory,Married
26,19,3,3,1,0,18,3,183.08,2,E Wallet,Male,Laptop & Accessory,Married
14,11,3,2,2,0,15,1,145.04,3,Debit Card,Male,Grocery,Married
24,15,1,2,1,1,19,7,218.08,3,Debit Card,Male,Laptop & Accessory,Married
32,17,2,4,3,0,23,7,212.93,1,UPI,Female,Grocery,Single
7,49,3,2,4,1,16,0,142.7,2,Credit Card,Female,Laptop & Accessory,Married
8,15,2,1,2,0,20,19,156.51,2,Credit Card,Female,Laptop & Accessory,Divorced
9,20,2,2,1,1,19,2,158.88,2,COD,Female,Laptop & Accessory,Single
3,29,2,2,3,1,18,5,153.77,3,Credit Card,Male,Mobile Phone,Single
4,29,4,3,4,1,14,9,134.63,2,Credit Card,Female,Mobile Phone,Married
10,18,3,3,4,0,16,10,157.6,2,Debit Card,Female,Fashion,Married
0,14,1,4,3,0,20,10,141.85,3,Debit Card,Male,Others,Divorced
3,8,2,3,5,1,20,6,146.58,1,UPI,Male,Mobile Phone,Married
13,11,3,1,3,0,21,11,147.11,3,E Wallet,Male,Mobile Phone,Married
8,11,4,4,2,0,15,4,148.29,3,COD,Female,Fashion,Divorced
19,9,3,3,1,0,19,11,179.39,2,UPI,Female,Grocery,Married
0,25,3,3,3,0,21,4,150.87,3,Credit Card,Female,Grocery,Married
14,26,2,4,3,0,13,7,133.46,2,COD,Female,Laptop & Accessory,Single
18,39,3,2,2,0,19,10,181.68,2,UPI,Male,Others,Single
12,22,4,3,3,0,19,6,159.9,3,Credit Card,Female,Mobile Phone,Married
2,14,3,3,1,0,22,8,146.5,3,Credit Card,Male,Laptop & Accessory,Married
2,25,1,2,3,0,23,8,120.17,2,E Wallet,Male,Laptop & Accessory,Married
2,15,3,2,4,0,18,13,137.81,2,COD,Male,Mobile Phone,Married
9,21,2,5,5,0,13,14,130.13,3,E Wallet,Female,Mobile Phone,Married
16,16,5,4,1,0,14,5,145.46,1,Credit Card,Male,Laptop & Accessory,Single
1,22,3,1,2,0,20,3,123.87,3,Credit Card,Male,Fashion,Married
4,28,4,4,4,0,23,11,149.65,1,Credit Card,Male,Laptop & Accessory,Single
6,24,2,2,5,1,25,9,119.6,3,Credit Card,Male,Laptop & Accessory,Married
10,9,2,4,2,0,18,35,149.56,3,Debit Card,Male,Laptop & Accessory,Single
0,30,4,3,3,0,14,12,117.66,2,COD,Male,Fashion,Divorced
2,13,3,3,3,0,22,6,113.33,1,Debit Card,Female,Fashion,Married
7,29,3,4,5,0,18,10,187.55,1,E Wallet,Female,Mobile Phone,Single
13,18,2,4,5,0,12,2,167.75,3,Credit Card,Female,Mobile Phone,Single
14,15,3,4,4,0,13,8,174.4,2,Credit Card,Male,Laptop & Accessory,Divorced
5,21,4,4,3,1,23,5,151.0,2,Credit Card,Female,Grocery,Single
7,15,2,3,3,0,20,1,149.27,2,UPI,Female,Grocery,Married
9,18,2,2,2,0,16,10,161.28,1,Credit Card,Male,Others,Single
41,15,3,2,5,0,16,3,229.32,2,Debit Card,Female,Laptop & Accessory,Single
25,15,5,4,4,1,12,3,217.99,1,COD,Female,Mobile Phone,Divorced
1,17,2,2,3,0,12,4,150.74,1,Credit Card,Male,Mobile Phone,Married
24,13,2,2,4,0,16,20,210.85,2,E Wallet,Male,Fashion,Married
6,22,3,3,2,0,19,13,150.65,1,Credit Card,Female,Mobile Phone,Single
2,31,3,4,2,0,13,7,144.77,3,Credit Card,Male,Laptop & Accessory,Married
18,17,2,3,3,1,24,24,188.33,3,Debit Card,Male,Mobile Phone,Single
0,11,3,2,3,0,24,6,137.32,3,Credit Card,Male,Fashion,Single
5,12,3,2,3,0,16,7,137.01,1,Credit Card,Male,Others,Married
0,11,3,5,3,0,13,4,128.74,3,Credit Card,Female,Grocery,Single
8,21,5,3,4,0,24,6,154.99,2,E Wallet,Female,Laptop & Accessory,Single
1,21,4,3,2,0,16,9,111.66,2,E Wallet,Female,Laptop & Accessory,Married
8,29,3,5,4,0,23,9,167.12,1,Credit Card,Male,Fashion,Divorced
19,9,3,3,1,0,14,15,176.45,3,Credit Card,Male,Fashion,Married
2,16,2,3,1,1,17,2,146.96,2,E Wallet,Male,Laptop & Accessory,Single
47,8,2,2,2,0,21,17,256.23,3,Credit Card,Male,Laptop & Accessory,Single
1,22,4,5,1,1,13,5,145.93,3,E Wallet,Female,Laptop & Accessory,Single
7,15,4,5,4,1,17,13,167.74,1,Debit Card,Male,Laptop & Accessory,Single
29,12,2,2,1,0,14,9,227.79,2,Debit Card,Female,Laptop & Accessory,Single
22,18,2,3,3,0,19,5,200.32,3,Credit Card,Male,Mobile Phone,Married
4,11,2,2,2,0,19,5,170.3,2,E Wallet,Female,Mobile Phone,Married
4,15,3,4,3,0,24,11,125.55,1,COD,Female,Mobile Phone,Married
12,12,2,3,3,0,12,3,191.69,1,E Wallet,Male,Laptop & Accessory,Married
9,23,2,2,3,1,18,11,146.66,2,UPI,Male,Mobile Phone,Married
1,18,5,2,3,1,14,6,129.49,1,UPI,Male,Fashion,Married
0,21,2,2,2,0,23,3,128.53,2,COD,Male,Fashion,Single
18,12,2,2,2,0,22,4,189.07,1,Credit Card,Female,Others,Single
23,17,1,2,3,1,19,4,170.76,3,E Wallet,Male,Fashion,Single
2,13,3,2,2,0,13,2,141.85,3,E Wallet,Male,Mobile Phone,Married
20,12,3,6,3,0,22,7,208.84,2,COD,Female,Fashion,Single
24,11,5,3,2,0,13,9,204.98,3,COD,Male,Fashion,Single
9,20,2,3,3,1,25,11,128.52,1,Credit Card,Female,Grocery,Married
2,13,2,3,5,0,23,7,145.45,3,UPI,Male,Laptop & Accessory,Divorced
3,15,2,4,2,1,18,4,150.49,2,COD,Female,Fashion,Single
3,18,4,2,2,0,23,9,158.4,3,COD,Male,Laptop & Accessory,Married
8,11,1,3,3,1,17,3,167.66,1,Debit Card,Male,Mobile Phone,Married
18,14,4,1,5,0,23,5,200.58,1,COD,Male,Laptop & Accessory,Married
11,12,2,1,1,0,22,5,175.38,3,Credit Card,Female,Mobile Phone,Married
7,28,2,2,2,1,11,3,165.19,1,Credit Card,Male,Laptop & Accessory,Single
7,17,3,3,2,1,11,3,141.4,3,Credit Card,Female,Fashion,Married
7,25,3,4,2,0,15,9,148.84,2,Debit Card,Male,Mobile Phone,Married
1,21,2,1,2,1,26,13,147.96,3,Debit Card,Male,Laptop & Accessory,Single
33,18,4,6,4,0,16,4,213.37,2,COD,Female,Fashion,Single
9,20,2,3,3,0,24,9,165.87,3,E Wallet,Female,Mobile Phone,Divorced
8,11,2,4,5,1,21,3,164.63,3,Credit Card,Male,Others,Single
20,20,3,3,1,0,13,5,174.62,2,Credit Card,Male,Mobile Phone,Married
10,12,3,4,1,0,12,22,174.89,3,E Wallet,Male,Laptop & Accessory,Single
1,9,2,2,2,0,16,30,146.32,3,Credit Card,Female,Fashion,Single
3,8,2,3,4,0,22,8,137.43,3,Credit Card,Male,Grocery,Married
16,19,2,2,3,1,11,2,189.58,1,Credit Card,Male,Laptop & Accessory,Single
4,14,2,3,1,1,23,3,166.17,3,Credit Card,Female,Fashion,Married
7,21,3,4,4,0,17,7,128.98,1,Debit Card,Male,Laptop & Accessory,Divorced
7,11,4,1,5,0,23,10,174.82,3,E Wallet,Male,Others,Single
39,27,4,4,5,1,24,5,223.56,3,E Wallet,Female,Laptop & Accessory,Single
9,11,3,3,4,0,21,5,180.12,2,Credit Card,Female,Mobile Phone,Divorced
0,14,2,3,3,0,15,2,108.09,1,Debit Card,Male,Fashion,Married
23,28,2,4,2,1,23,7,179.76,1,E Wallet,Female,Grocery,Married
16,20,3,4,3,0,23,7,213.28,2,COD,Male,Mobile Phone,Single
6,16,2,3,2,0,26,17,130.81,2,Debit Card,Male,Laptop & Accessory,Divorced
19,30,4,3,4,0,14,3,202.49,3,Debit Card,Female,Fashion,Single
7,10,3,1,4,0,11,10,142.51,2,COD,Female,Grocery,Single
9,17,4,2,4,0,16,7,165.14,2,Debit Card,Male,Laptop & Accessory,Single
3,17,1,3,2,0,18,12,153.13,1,Debit Card,Male,Fashion,Single
33,11,3,3,3,1,22,1,232.08,2,UPI,Male,Grocery,Married
26,38,2,2,5,1,24,8,222.03,1,Credit Card,Female,Laptop & Accessory,Married
20,20,2,1,2,1,22,4,173.78,1,UPI,Male,Fashion,Single
9,13,4,6,3,1,18,8,169.05,2,Credit Card,Male,Mobile Phone,Single
6,12,4,5,1,1,23,7,153.43,2,UPI,Male,Laptop & Accessory,Married
13,20,3,5,3,0,24,2,165.7,2,Debit Card,Male,Fashion,Single
13,13,3,4,5,0,23,13,153.56,1,COD,Male,Laptop & Accessory,Married
7,17,3,2,3,0,14,3,163.72,3,Credit Card,Male,Fashion,Single
6,29,4,1,1,0,24,2,127.13,1,COD,Male,Fashion,Married
5,19,3,5,3,0,24,2,134.64,3,Debit Card,Male,Grocery,Married
6,18,2,3,3,1,15,13,132.81,1,Debit Card,Female,Mobile Phone,Single
11,20,3,5,2,0,24,23,161.77,1,Debit Card,Female,Mobile Phone,Single
34,14,4,3,3,0,20,3,241.39,3,Credit Card,Male,Mobile Phone,Married
5,21,2,4,2,0,17,3,123.19,3,Credit Card,Female,Laptop & Accessory,Married
21,18,4,1,3,0,12,13,164.67,3,UPI,Female,Fashion,Married
1,16,1,3,5,1,22,13,134.48,1,E Wallet,Female,Grocery,Married
4,16,4,3,3,1,11,6,140.63,2,UPI,Female,Laptop & Accessory,Married
6,29,3,1,4,1,19,5,121.89,2,Debit Card,Female,Mobile Phone,Single
9,8,3,1,2,1,11,0,127.11,1,Debit Card,Female,Mobile Phone,Single
12,11,4,4,4,1,11,29,153.76,2,Debit Card,Male,Mobile Phone,Married
15,13,3,4,4,1,25,15,174.43,1,Debit Card,Male,Laptop & Accessory,Married
4,10,3,5,3,0,22,1,153.12,3,E Wallet,Male,Fashion,Married
0,15,2,2,5,0,17,13,130.07,2,Debit Card,Male,Fashion,Married
4,14,4,4,4,0,22,6,130.92,1,E Wallet,Female,Mobile Phone,Single
16,9,2,4,5,0,19,19,177.39,3,Credit Card,Female,Mobile Phone,Divorced
13,19,3,3,2,1,23,7,169.82,3,Debit Card,Male,Laptop & Accessory,Divorced
14,15,3,3,4,0,17,3,143.19,3,UPI,Female,Laptop & Accessory,Married
2,25,3,3,3,0,16,10,165.72,3,Credit Card,Female,Grocery,Divorced
2,10,2,2,4,1,26,8,139.09,1,E Wallet,Female,Laptop & Accessory,Single
0,8,2,3,5,1,16,5,115.38,1,E Wallet,Male,Laptop & Accessory,Single
